43041  Caseres;"323.0";"326.0";"333.0";"161.0";"160.0";"164.0";"162.0";"166.0";"169.0";
43042  Castellvell del Camp;"1074.0";"1088.0";"1069.0";"547.0";"554.0";"541.0";"527.0";"534.0";"528.0";
43043  Catllar (El);"2120.0";"1945.0";"1828.0";"1121.0";"1019.0";"952.0";"999.0";"926.0";"876.0";
43045  Colldejou;"196.0";"193.0";"196.0";"108.0";"105.0";"108.0";"88.0";"88.0";"88.0";
43046  Conesa;"112.0";"107.0";"104.0";"59.0";"56.0";"51.0";"53.0";"51.0";"53.0";
43047  Constantí;"5100.0";"5135.0";"5154.0";"2640.0";"2672.0";"2685.0";"2460.0";"2463.0";"2469.0";
43048  Corbera d'Ebre;"1062.0";"1070.0";"1064.0";"546.0";"557.0";"546.0";"516.0";"513.0";"518.0";
43049  Cornudella de Montsant;"846.0";"865.0";"881.0";"430.0";"437.0";"439.0";"416.0";"428.0";"442.0";
43050  Creixell;"1664.0";"1565.0";"1400.0";"841.0";"788.0";"711.0";"823.0";"777.0";"689.0";
43051  Cunit;"5542.0";"4849.0";"4246.0";"2860.0";"2506.0";"2177.0";"2682.0";"2343.0";"2069.0";
43901  Deltebre;"10169.0";"10164.0";"10157.0";"5088.0";"5088.0";"5102.0";"5081.0";"5076.0";"5055.0";
43053  Duesaigües;"201.0";"214.0";"210.0";"122.0";"131.0";"128.0";"79.0";"83.0";"82.0";
43054  Espluga de Francolí (L');"3650.0";"3665.0";"3671.0";"1809.0";"1797.0";"1792.0";"1841.0";"1868.0";"1879.0";
43055  Falset;"2469.0";"2461.0";"2504.0";"1241.0";"1236.0";"1267.0";"1228.0";"1225.0";"1237.0";
43056  Fatarella (La);"1252.0";"1276.0";"1301.0";"625.0";"636.0";"654.0";"627.0";"640.0";"647.0";
43057  Febró (La);"62.0";"56.0";"55.0";"37.0";"32.0";"30.0";"25.0";"24.0";"25.0";
43058  Figuera (La);"118.0";"119.0";"123.0";"58.0";"60.0";"64.0";"60.0";"59.0";"59.0";
43059  Figuerola del Camp;"267.0";"263.0";"226.0";"133.0";"132.0";"113.0";"134.0";"131.0";"113.0";
43060  Flix;"4296.0";"4316.0";"4372.0";"2155.0";"2158.0";"2181.0";"2141.0";"2158.0";"2191.0";
43061  Forès;"67.0";"67.0";"72.0";"33.0";"32.0";"34.0";"34.0";"35.0";"38.0";
43062  Freginals;"352.0";"347.0";"341.0";"175.0";"176.0";"168.0";"177.0";"171.0";"173.0";
43063  Galera (La);"731.0";"734.0";"748.0";"364.0";"366.0";"371.0";"367.0";"368.0";"377.0";
43064  Gandesa;"2588.0";"2646.0";"2668.0";"1298.0";"1319.0";"1325.0";"1290.0";"1327.0";"1343.0";
43065  Garcia;"536.0";"533.0";"551.0";"271.0";"268.0";"273.0";"265.0";"265.0";"278.0";
43066  Garidells (Els);"171.0";"154.0";"162.0";"81.0";"75.0";"82.0";"90.0";"79.0";"80.0";
43067  Ginestar;"835.0";"829.0";"835.0";"423.0";"423.0";"424.0";"412.0";"406.0";"411.0";
43068  Godall;"728.0";"732.0";"751.0";"370.0";"371.0";"382.0";"358.0";"361.0";"369.0";
43069  Gratallops;"230.0";"218.0";"221.0";"120.0";"114.0";"111.0";"110.0";"104.0";"110.0";
43070  Guiamets (Els);"304.0";"298.0";"302.0";"150.0";"147.0";"146.0";"154.0";"151.0";"156.0";
43071  Horta de Sant Joan;"1231.0";"1245.0";"1272.0";"658.0";"664.0";"658.0";"573.0";"581.0";"614.0";
43072  Lloar (El);"125.0";"129.0";"133.0";"64.0";"68.0";"67.0";"61.0";"61.0";"66.0";
43073  Llorac;"121.0";"119.0";"122.0";"59.0";"57.0";"57.0";"62.0";"62.0";"65.0";
43074  Llorenç del Penedès;"1513.0";"1460.0";"1434.0";"731.0";"708.0";"696.0";"782.0";"752.0";"738.0";
43076  Marçà;"602.0";"610.0";"611.0";"292.0";"293.0";"292.0";"310.0";"317.0";"319.0";
43075  Margalef;"129.0";"131.0";"132.0";"69.0";"69.0";"69.0";"60.0";"62.0";"63.0";
43077  Mas de Barberans;"701.0";"711.0";"726.0";"360.0";"364.0";"369.0";"341.0";"347.0";"357.0";
43078  Masdenverge;"924.0";"927.0";"912.0";"471.0";"472.0";"460.0";"453.0";"455.0";"452.0";
43079  Masllorenç;"420.0";"421.0";"419.0";"206.0";"209.0";"208.0";"214.0";"212.0";"211.0";
43080  Masó (La);"269.0";"256.0";"258.0";"126.0";"120.0";"127.0";"143.0";"136.0";"131.0";
43081  Maspujols;"450.0";"451.0";"414.0";"232.0";"229.0";"211.0";"218.0";"222.0";"203.0";
43082  Masroig (El);"511.0";"524.0";"524.0";"249.0";"254.0";"251.0";"262.0";"270.0";"273.0";
43083  Milà (El);"153.0";"147.0";"156.0";"73.0";"70.0";"73.0";"80.0";"77.0";"83.0";
43084  Miravet;"795.0";"806.0";"810.0";"413.0";"416.0";"411.0";"382.0";"390.0";"399.0";
43085  Molar (El);"282.0";"277.0";"280.0";"149.0";"146.0";"148.0";"133.0";"131.0";"132.0";
43086  Montblanc;"5920.0";"5901.0";"5892.0";"2936.0";"2936.0";"2939.0";"2984.0";"2965.0";"2953.0";
43088  Montbrió del Camp;"1438.0";"1424.0";"1413.0";"719.0";"709.0";"697.0";"719.0";"715.0";"716.0";
43089  Montferri;"162.0";"158.0";"158.0";"86.0";"83.0";"79.0";"76.0";"75.0";"79.0";
43090  Montmell (El);"498.0";"404.0";"419.0";"274.0";"221.0";"229.0";"224.0";"183.0";"190.0";
43091  Mont-ral;"149.0";"137.0";"145.0";"81.0";"74.0";"74.0";"68.0";"63.0";"71.0";
43092  Mont-roig del Camp;"6412.0";"6197.0";"6064.0";"3288.0";"3147.0";"3077.0";"3124.0";"3050.0";"2987.0";
43093  Móra d'Ebre;"4836.0";"4832.0";"4880.0";"2410.0";"2403.0";"2384.0";"2426.0";"2429.0";"2496.0";
43094  Móra la Nova;"2714.0";"2703.0";"2683.0";"1346.0";"1342.0";"1335.0";"1368.0";"1361.0";"1348.0";
43095  Morell (El);"2338.0";"2293.0";"2338.0";"1179.0";"1145.0";"1166.0";"1159.0";"1148.0";"1172.0";
43096  Morera de Montsant (La);"172.0";"169.0";"184.0";"95.0";"93.0";"100.0";"77.0";"76.0";"84.0";
43097  Nou de Gaià (La);"372.0";"367.0";"380.0";"183.0";"177.0";"185.0";"189.0";"190.0";"195.0";
43098  Nulles;"345.0";"340.0";"341.0";"162.0";"157.0";"159.0";"183.0";"183.0";"182.0";
43100  Pallaresos (Els);"2400.0";"2287.0";"2179.0";"1244.0";"1187.0";"1133.0";"1156.0";"1100.0";"1046.0";
43099  Palma d'Ebre (La);"418.0";"418.0";"421.0";"198.0";"200.0";"199.0";"220.0";"218.0";"222.0";
43101  Passanant;"182.0";"182.0";"192.0";"109.0";"107.0";"115.0";"73.0";"75.0";"77.0";
43102  Paüls;"643.0";"640.0";"651.0";"328.0";"329.0";"335.0";"315.0";"311.0";"316.0";
43103  Perafort;"594.0";"537.0";"515.0";"301.0";"274.0";"265.0";"293.0";"263.0";"250.0";
43104  Perelló (El);"2134.0";"2145.0";"2152.0";"1098.0";"1086.0";"1086.0";"1036.0";"1059.0";"1066.0";
43105  Piles (Les);"174.0";"168.0";"162.0";"97.0";"95.0";"91.0";"77.0";"73.0";"71.0";
43106  Pinell de Brai (El);"1085.0";"1081.0";"1125.0";"551.0";"552.0";"575.0";"534.0";"529.0";"550.0";
43107  Pira;"395.0";"387.0";"364.0";"194.0";"189.0";"175.0";"201.0";"198.0";"189.0";
43108  Pla de Santa Maria (El);"1615.0";"1603.0";"1627.0";"823.0";"829.0";"834.0";"792.0";"774.0";"793.0";
43109  Pobla de Mafumet (La);"1047.0";"1068.0";"1018.0";"524.0";"530.0";"508.0";"523.0";"538.0";"510.0";
43110  Pobla de Massaluca (La);"451.0";"436.0";"445.0";"232.0";"224.0";"227.0";"219.0";"212.0";"218.0";
43111  Pobla de Montornès (La);"1256.0";"1204.0";"1115.0";"674.0";"640.0";"592.0";"582.0";"564.0";"523.0";
43112  Poboleda;"332.0";"335.0";"336.0";"167.0";"172.0";"172.0";"165.0";"163.0";"164.0";
43113  Pont d'Armentera (El);"578.0";"564.0";"582.0";"297.0";"278.0";"294.0";"281.0";"286.0";"288.0";
43141  Pontils;"151.0";"137.0";"136.0";"77.0";"69.0";"66.0";"74.0";"68.0";"70.0";
43114  Porrera;"460.0";"431.0";"444.0";"245.0";"226.0";"228.0";"215.0";"205.0";"216.0";
43115  Pradell de la Teixeta;"211.0";"219.0";"232.0";"110.0";"116.0";"124.0";"101.0";"103.0";"108.0";
43116  Prades;"522.0";"519.0";"510.0";"264.0";"262.0";"260.0";"258.0";"257.0";"250.0";
43117  Prat de Comte;"183.0";"190.0";"202.0";"87.0";"89.0";"96.0";"96.0";"101.0";"106.0";
43118  Pratdip;"515.0";"491.0";"452.0";"255.0";"240.0";"223.0";"260.0";"251.0";"229.0";
43119  Puigpelat;"591.0";"539.0";"486.0";"301.0";"274.0";"242.0";"290.0";"265.0";"244.0";
43120  Querol;"286.0";"249.0";"238.0";"160.0";"140.0";"131.0";"126.0";"109.0";"107.0";
43121  Rasquera;"799.0";"805.0";"865.0";"406.0";"411.0";"433.0";"393.0";"394.0";"432.0";
43122  Renau;"66.0";"55.0";"54.0";"32.0";"28.0";"29.0";"34.0";"27.0";"25.0";
43123  Reus;"88912.0";"89034.0";"90993.0";"43431.0";"43545.0";"44545.0";"45481.0";"45489.0";"46448.0";
43124  Riba (La);"763.0";"785.0";"820.0";"396.0";"406.0";"422.0";"367.0";"379.0";"398.0";
43125  Riba-roja d'Ebre;"1377.0";"1425.0";"1472.0";"712.0";"740.0";"754.0";"665.0";"685.0";"718.0";
43126  Riera de Gaià (La);"955.0";"877.0";"902.0";"474.0";"439.0";"453.0";"481.0";"438.0";"449.0";
43127  Riudecanyes;"664.0";"653.0";"596.0";"334.0";"327.0";"298.0";"330.0";"326.0";"298.0";
43128  Riudecols;"1010.0";"1004.0";"992.0";"519.0";"516.0";"509.0";"491.0";"488.0";"483.0";
43129  Riudoms;"5153.0";"5068.0";"5006.0";"2580.0";"2549.0";"2500.0";"2573.0";"2519.0";"2506.0";
43130  Rocafort de Queralt;"273.0";"272.0";"254.0";"149.0";"146.0";"136.0";"124.0";"126.0";"118.0";
43131  Roda de Barà;"3150.0";"2978.0";"2851.0";"1714.0";"1625.0";"1528.0";"1436.0";"1353.0";"1323.0";
43132  Rodonyà;"397.0";"396.0";"384.0";"203.0";"205.0";"196.0";"194.0";"191.0";"188.0";
43133  Roquetes;"6289.0";"6215.0";"6057.0";"3136.0";"3092.0";"3014.0";"3153.0";"3123.0";"3043.0";
43134  Rourell (El);"255.0";"252.0";"255.0";"134.0";"135.0";"140.0";"121.0";"117.0";"115.0";
43135  Salomó;"377.0";"383.0";"384.0";"192.0";"192.0";"197.0";"185.0";"191.0";"187.0";
43905  Salou;"12267.0";"11499.0";"10708.0";"6188.0";"5816.0";"5421.0";"6079.0";"5683.0";"5287.0";
43136  Sant Carles de la Ràpita;"11106.0";"10976.0";"10828.0";"5503.0";"5442.0";"5351.0";"5603.0";"5534.0";"5477.0";
43137  Sant Jaume dels Domenys;"1346.0";"1359.0";"1287.0";"701.0";"699.0";"653.0";"645.0";"660.0";"634.0";
43902  Sant Jaume d'Enveja;"3331.0";"3323.0";"3352.0";"1690.0";"1672.0";"1689.0";"1641.0";"1651.0";"1663.0";
43138  Santa Bàrbara;"3240.0";"3226.0";"3283.0";"1614.0";"1607.0";"1634.0";"1626.0";"1619.0";"1649.0";
43139  Santa Coloma de Queralt;"2579.0";"2568.0";"2518.0";"1243.0";"1238.0";"1217.0";"1336.0";"1330.0";"1301.0";
43140  Santa Oliva;"2064.0";"1972.0";"1828.0";"1053.0";"996.0";"922.0";"1011.0";"976.0";"906.0";
43142  Sarral;"1421.0";"1403.0";"1413.0";"744.0";"723.0";"723.0";"677.0";"680.0";"690.0";
43143  Savallà del Comtat;"79.0";"73.0";"74.0";"38.0";"36.0";"35.0";"41.0";"37.0";"39.0";
43144  Secuita (La);"1121.0";"1091.0";"1069.0";"562.0";"543.0";"536.0";"559.0";"548.0";"533.0";
43145  Selva del Camp (La);"4034.0";"3949.0";"3767.0";"2023.0";"1987.0";"1898.0";"2011.0";"1962.0";"1869.0";
43146  Senan;"37.0";"31.0";"36.0";"23.0";"19.0";"22.0";"14.0";"12.0";"14.0";
43044  Sénia (La);"5029.0";"5029.0";"5045.0";"2545.0";"2545.0";"2549.0";"2484.0";"2484.0";"2496.0";
43147  Solivella;"625.0";"631.0";"658.0";"298.0";"304.0";"315.0";"327.0";"327.0";"343.0";
43148  Tarragona (Capital);"113016.0";"112795.0";"112176.0";"55253.0";"55158.0";"54712.0";"57763.0";"57637.0";"57464.0";
43149  Tivenys;"928.0";"936.0";"961.0";"459.0";"464.0";"478.0";"469.0";"472.0";"483.0";
43150  Tivissa;"1767.0";"1763.0";"1726.0";"873.0";"870.0";"859.0";"894.0";"893.0";"867.0";
43151  Torre de Fontaubella (La);"123.0";"102.0";"83.0";"59.0";"46.0";"37.0";"64.0";"56.0";"46.0";
43152  Torre de l'Espanyol (La);"665.0";"663.0";"649.0";"349.0";"345.0";"335.0";"316.0";"318.0";"314.0";
43153  Torredembarra;"10090.0";"9554.0";"8907.0";"4985.0";"4721.0";"4370.0";"5105.0";"4833.0";"4537.0";
43154  Torroja del Priorat;"136.0";"130.0";"129.0";"80.0";"75.0";"72.0";"56.0";"55.0";"57.0";
43155  Tortosa;"29669.0";"29600.0";"30088.0";"14392.0";"14339.0";"14543.0";"15277.0";"15261.0";"15545.0";
43156  Ulldecona;"5284.0";"5208.0";"5152.0";"2614.0";"2575.0";"2530.0";"2670.0";"2633.0";"2622.0";
43157  Ulldemolins;"492.0";"499.0";"494.0";"253.0";"259.0";"255.0";"239.0";"240.0";"239.0";
43158  Vallclara;"108.0";"105.0";"112.0";"56.0";"53.0";"55.0";"52.0";"52.0";"57.0";
43159  Vallfogona de Riucorb;"135.0";"132.0";"130.0";"74.0";"71.0";"75.0";"61.0";"61.0";"55.0";
43160  Vallmoll;"1107.0";"1058.0";"1012.0";"572.0";"543.0";"520.0";"535.0";"515.0";"492.0";
43161  Valls;"20265.0";"20098.0";"20206.0";"9929.0";"9842.0";"9883.0";"10336.0";"10256.0";"10323.0";
43162  Vandellòs i l'Hospitalet de l'Infant;"4348.0";"4270.0";"4253.0";"2180.0";"2149.0";"2114.0";"2168.0";"2121.0";"2139.0";
43163  Vendrell (El);"21097.0";"20002.0";"19010.0";"10555.0";"9992.0";"9496.0";"10542.0";"10010.0";"9514.0";
43164  Vespella de Gaià;"179.0";"172.0";"148.0";"100.0";"97.0";"84.0";"79.0";"75.0";"64.0";
43165  Vilabella;"795.0";"818.0";"814.0";"398.0";"406.0";"402.0";"397.0";"412.0";"412.0";
43175  Vilalba dels Arcs;"770.0";"774.0";"796.0";"409.0";"412.0";"420.0";"361.0";"362.0";"376.0";
43166  Vilallonga del Camp;"1215.0";"1205.0";"1211.0";"612.0";"605.0";"610.0";"603.0";"600.0";"601.0";
43168  Vilanova de Prades;"150.0";"143.0";"157.0";"78.0";"77.0";"85.0";"72.0";"66.0";"72.0";
43167  Vilanova d'Escornalbou;"474.0";"463.0";"462.0";"244.0";"230.0";"235.0";"230.0";"233.0";"227.0";
43169  Vilaplana;"518.0";"527.0";"523.0";"264.0";"272.0";"270.0";"254.0";"255.0";"253.0";
43170  Vila-rodona;"1030.0";"1008.0";"1005.0";"557.0";"537.0";"541.0";"473.0";"471.0";"464.0";
43171  Vila-seca;"12756.0";"12498.0";"12124.0";"6426.0";"6285.0";"6064.0";"6330.0";"6213.0";"6060.0";
43172  Vilaverd;"347.0";"360.0";"361.0";"174.0";"182.0";"184.0";"173.0";"178.0";"177.0";
43173  Vilella Alta (La);"130.0";"130.0";"133.0";"67.0";"68.0";"68.0";"63.0";"62.0";"65.0";
43174  Vilella Baixa (La);"172.0";"172.0";"169.0";"92.0";"91.0";"87.0";"80.0";"81.0";"82.0";
43176  Vimbodí i Poblet;"1017.0";"1023.0";"1061.0";"533.0";"527.0";"547.0";"484.0";"496.0";"514.0";
43177  Vinebre;"437.0";"445.0";"444.0";"215.0";"218.0";"214.0";"222.0";"227.0";"230.0";
43178  Vinyols i els Arcs;"1154.0";"1113.0";"1028.0";"595.0";"580.0";"545.0";"559.0";"533.0";"483.0";
43052  Xerta;"1206.0";"1218.0";"1216.0";"596.0";"600.0";"591.0";"610.0";"618.0";"625.0";
